TC ID,Module,Risk Level,Test Scenario,Pre-Condition,Test Steps,Test Data,Expected Result,Priority,Actual Result,Status,Design By,Design Date,Execute By,Execute Date
TXP_REV_TC_014,Xem danh sách & bộ lọc,Medium,Happy Path - Hiển thị đầy đủ thông tin một đánh giá trong danh sách,Trang danh sách đánh giá đã load.,1. Quan sát chi tiết một thẻ đánh giá trên màn hình,Giao diện thẻ đánh giá,"Hiển thị đầy đủ thông tin: tên người đánh giá, avatar, ngày đánh giá (định dạng DD/MM/YYYY), số sao, nội dung nhận xét, hình ảnh đính kèm (nếu có), và tên tuyến xe đã đi.",Medium,"Thẻ đánh giá hiển thị đầy đủ thông tin: tên, avatar, ngày, số sao, nhận xét, hình ảnh, tuyến xe.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_015,Xem danh sách & bộ lọc,Medium,Happy Path - Hiển thị đúng số liệu thống kê tổng quan ở đầu trang,Trang danh sách đánh giá đã load.,1. Quan sát khu vực thống kê ở đầu trang2. Đối chiếu số liệu với API trả về,Dữ liệu API summary,"1. Điểm trung bình tổng thể (averageOverall) được làm tròn chính xác đến 1 chữ số thập phân (Ví dụ: 4.6).2. Hiển thị đúng tổng số lượng đánh giá (totalReviews).3. Hiển thị phân bổ sao, số đánh giá có comment và có ảnh chính xác.",Medium,"Khu vực thống kê hiển thị chính xác điểm trung bình, tổng số lượng đánh giá và phân bổ sao.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_016,Xem danh sách & bộ lọc,Medium,Happy Path - Lọc danh sách đánh giá theo mức 5 sao,Trang danh sách đánh giá hiển thị.,"1. Nhấp chọn bộ lọc hiển thị ""5 sao""2. Quan sát danh sách đánh giá hiển thị",Bộ lọc: 5 sao,1. Danh sách chỉ hiển thị các đánh giá có SoSao = 5.2. Thanh phân trang cập nhật lại theo số lượng đánh giá lọc được.,Medium,Lọc danh sách đánh giá theo mức 5 sao chỉ hiển thị các đánh giá 5.0 đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_017,Xem danh sách & bộ lọc,Medium,Happy Path - Lọc danh sách đánh giá chỉ hiện những đánh giá có bình luận,Trang danh sách đánh giá hiển thị.,"1. Click chọn checkbox/bộ lọc ""Có bình luận"" (hasComment = true)2. Quan sát danh sách",Bộ lọc: hasComment = true,Chỉ hiển thị các đánh giá có chứa văn bản trong ô NoiDungDanhGia (không hiển thị các đánh giá chỉ chấm sao trống).,Medium,Lọc danh sách đánh giá chỉ hiện những đánh giá có bình luận hoạt động chính xác.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_018,Xem danh sách & bộ lọc,Medium,Happy Path - Lọc danh sách đánh giá chỉ hiện những đánh giá có ảnh đính kèm,Trang danh sách đánh giá hiển thị.,"1. Click chọn bộ lọc ""Có hình ảnh"" (hasImage = true)2. Quan sát danh sách",Bộ lọc: hasImage = true,Chỉ hiển thị các đánh giá có chứa hình ảnh đính kèm.,Medium,Lọc danh sách đánh giá chỉ hiện những đánh giá có ảnh đính kèm hoạt động chính xác.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_019,Xem danh sách & bộ lọc,Medium,Boundary - Xem đánh giá khi số lượng đánh giá vừa đủ 5 (không có phân trang),Hệ thống có tổng cộng đúng 5 đánh giá.,1. Truy cập trang /reviews2. Quan sát thanh phân trang ở cuối,Số lượng đánh giá: 5,1. Hiển thị đầy đủ 5 đánh giá trên trang 1.2. Thanh phân trang không xuất hiện.,Medium,Danh sách có đúng 5 đánh giá hiển thị đầy đủ và không xuất hiện thanh phân trang đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_020,Xem danh sách & bộ lọc,Medium,Boundary - Xem đánh giá khi số lượng đánh giá có 6 items (xuất hiện phân trang),Hệ thống có tổng cộng 6 đánh giá.,1. Truy cập trang /reviews2. Quan sát thanh phân trang,Số lượng đánh giá: 6,1. Trang 1 hiển thị 5 đánh giá.2. Thanh phân trang xuất hiện và cho phép chuyển đổi sang trang 2.,Medium,Danh sách có 6 đánh giá xuất hiện thanh phân trang và cho phép sang trang 2 đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_021,Xem danh sách & bộ lọc,Medium,Boundary - Xem đánh giá khi không có đánh giá nào (Danh sách trống),Hệ thống chưa có bất kỳ đánh giá nào.,1. Truy cập trang /reviews2. Quan sát hiển thị khu vực thống kê và danh sách,Số lượng đánh giá: 0,"1. Điểm trung bình hiển thị là 0.0 hoặc ""Chưa có đánh giá"".2. Hiển thị thông báo trống: ""Chưa có đánh giá nào cho dịch vụ này"".",Medium,"Không có đánh giá nào hiển thị thông báo trống ""Chưa có đánh giá nào phù hợp với bộ lọc này."" đúng.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_022,Xem danh sách & bộ lọc,Medium,UI - Hiển thị ảnh đại diện placeholder mặc định cho khách hàng không có avatar,Khách hàng Nguyễn Văn B đánh giá chuyến đi nhưng không cài đặt ảnh đại diện trên tài khoản.,1. Quan sát thẻ đánh giá của Nguyễn Văn B trong danh sách,Avatar: (Trống),"Ảnh đại diện hiển thị đúng ảnh placeholder mặc định: ""asset/images/customer/avatar_placeholder.png"".",Medium,Khách hàng không có avatar hiển thị đúng ảnh placeholder mặc định /user.png.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_023,Widget trang chủ,Low,Happy Path - Widget đánh giá trang chủ hiển thị tối đa 5 đánh giá 5 sao,Trang chủ đang hiển thị. Có 10 đánh giá 5 sao trong hệ thống.,1. Cuộn đến khu vực widget đánh giá khách hàng trên trang chủ2. Đếm số lượng đánh giá hiển thị và kiểm tra số sao,Số đánh giá 5 sao: 10,1. Chỉ hiển thị tối đa đúng 5 đánh giá.2. Toàn bộ 5 đánh giá hiển thị đều có SoSao = 5.3. Sắp xếp theo thời gian đánh giá mới nhất.,Low,Widget trang chủ hiển thị tối đa 5 đánh giá 5 sao mới nhất đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_024,Widget trang chủ,Low,Happy Path - Widget đánh giá trang chủ rỗng khi không có đánh giá 5 sao nào,Hệ thống có 10 đánh giá nhưng tất cả đều từ 4 sao trở xuống.,1. Truy cập trang chủ2. Quan sát khu vực đánh giá khách hàng,Không có review 5 sao nào,Section đánh giá khách hàng trên trang chủ bị ẩn hoàn toàn để đảm bảo tính mỹ quan.,Low,Không có đánh giá 5 sao nào thì widget đánh giá khách hàng trên trang chủ bị ẩn hoàn toàn đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_025,Chi tiết đánh giá,Low,Happy Path - Xem chi tiết một đánh giá hợp lệ theo ID,Admin hoặc hệ thống nội bộ gọi API chi tiết đánh giá.,"1. Gọi API lấy chi tiết đánh giá với ID ""DG100001""",MaDanhGia: DG100001,API trả về status 200 kèm đầy đủ thông tin chi tiết của đánh giá bao gồm danh sách ảnh trong MEDIA_DANH_GIA.,Low,Xem chi tiết đánh giá hợp lệ theo ID trả về mã 200 và thông tin ảnh đầy đủ.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_026,Chi tiết đánh giá,Low,Negative - Xem chi tiết đánh giá với ID không tồn tại,"ID đánh giá ""DG000000"" không có trong hệ thống.",1. Gọi API lấy chi tiết đánh giá với ID không tồn tại,MaDanhGia: DG000000,API trả về kết quả rỗng (null) hoặc status 404.,Low,Xem chi tiết đánh giá với ID không tồn tại trả về kết quả null hoặc 404 đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_027,Xem danh sách & bộ lọc,Medium,UI - Responsive trang đánh giá trên Desktop viewport 1920x1080,Trang đánh giá đang hiển thị.,1. Quan sát bố cục khu vực thống kê và danh sách đánh giá trên Desktop viewport 1920x1080,Viewport: 1920x1080,"Khu vực thống kê hiển thị rõ ràng, cân xứng, các tab bộ lọc thẳng hàng, danh sách đánh giá hiển thị bố cục gọn gàng, chữ không bị vỡ.",Medium,"Giao diện hiển thị rõ ràng, cân xứng trên Desktop viewport 1920x1080.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_028,Xem danh sách & bộ lọc,Medium,UI - Responsive trang đánh giá trên Mobile viewport 375x812,"Trang đánh giá đang hiển thị, đổi kích thước màn hình sang mobile.",1. Quan sát cách sắp xếp giao diện thống kê và list đánh giá trên mobile viewport,Viewport: 375x812,"Giao diện tự động co giãn thành 1 cột dọc, bảng thống kê điểm các tiêu chí phụ thu gọn dạng list dọc dễ cuộn đọc.",Medium,Giao diện tự động co giãn thành 1 cột dọc trên Mobile viewport 375x812 đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_029,Gửi đánh giá,High,Validation - Gửi đánh giá khi ID vé xe không tồn tại trong DB,"Mã vé xe ""VE999999"" không tồn tại trong hệ thống.",1. Gửi API tạo đánh giá với mã vé không tồn tại,MaVe: VE999999,"API báo lỗi không tìm thấy vé xe hợp lệ, từ chối tạo đánh giá.",High,Gửi đánh giá với ID vé xe không tồn tại trong DB trả về lỗi từ chối tạo đánh giá đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_REV_TC_030,Xem danh sách & bộ lọc,Medium,Exception - API reviews trả về lỗi 500,Truy cập trang /reviews khi API bị lỗi.,1. Tải trang /reviews và giả lập API trả về lỗi 5002. Quan sát phản ứng hệ thống,API status code: 500,"Hệ thống xử lý ngoại lệ thành công: Không crash trắng trang, hiển thị thông báo lỗi kết nối hoặc ẩn khu vực thống kê.",Medium,API reviews lỗi 500 hiển thị lỗi kết nối và không làm crash trắng trang đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
