TC ID,Module,Risk Level,Test Scenario,Pre-Condition,Test Steps,Test Data,Expected Result,Priority,Actual Result,Status,Design By,Design Date,Execute By,Execute Date
TXP_ADMIN_NEWS_TC_012,Quản lý Tin tức,High,Happy Path - Chuyển trạng thái sang BanNhap từ DaDang,Bài viết TT_TEST_001 đang ở TrangThai DaDang.,1. Gọi PATCH /tin-tuc/TT_TEST_001/trang-thai với body { trangThai: 'BanNhap' },trangThai: 'BanNhap',TrangThai chuyển sang 'BanNhap'. NgayDang không bị reset (backend chỉ set NgayDang mới khi DaDang). Bài viết không còn hiển thị trên Portal.,Medium,Chuyển trạng thái bài viết sang BanNhap từ DaDang thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_013,Quản lý Tin tức,Medium,Happy Path - Lọc bài viết theo trạng thái BanNhap (GET /trang-thai/:trangThai),Hệ thống có bài viết ở nhiều trạng thái khác nhau.,1. Gọi API GET /tin-tuc/trang-thai/BanNhap | 2. Kiểm tra kết quả trả về,trangThai param: 'BanNhap',"API trả về danh sách chỉ chứa bài viết có TrangThai = 'BanNhap', sắp xếp theo NgayDang giảm dần.",Medium,Lọc bài viết theo trạng thái BanNhap chính xác.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_014,Quản lý Tin tức,Medium,Happy Path - Lọc bài viết theo LoaiTinTuc (GET /loai/:loai),Hệ thống có bài viết thuộc nhiều loại khác nhau.,1. Gọi API GET /tin-tuc/loai/KhuyenMai | 2. Kiểm tra kết quả,loai param: 'KhuyenMai',API trả về danh sách chỉ chứa bài viết LoaiTinTuc = 'KhuyenMai'.,Medium,Lọc bài viết theo LoaiTinTuc chính xác.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_015,Quản lý Tin tức,Medium,Happy Path - Lọc LoaiTinTuc = 'TinTuc' (frontend) ánh xạ đúng sang 'TinTucChung' trong DB,Hệ thống có bài viết loại TinTucChung.,1. Gọi API GET /tin-tuc/loai/TinTuc | 2. Kiểm tra kết quả,loai param: 'TinTuc',API ánh xạ 'TinTuc' → 'TinTucChung' qua mapToBackend(). Trả về đúng danh sách bài viết loại TinTucChung. Kết quả trả về có LoaiTinTuc = 'TinTuc' (đã mapToFrontend).,Medium,Lọc LoaiTinTuc = TinTuc ánh xạ đúng sang TinTucChung trong DB thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_016,Quản lý Tin tức,Medium,Happy Path - Tìm kiếm bài viết theo Tiêu đề (frontend filter),Hệ thống có bài viết tiêu đề 'Khuyến mãi hè 2026 cùng TXP'.,1. Gọi GET /tin-tuc để lấy toàn bộ | 2. Frontend lọc theo từ khóa 'khuyến mãi hè' | 3. Kiểm tra kết quả hiển thị,Từ khóa filter: 'khuyến mãi hè',Lưu ý: backend KHÔNG có endpoint search theo keyword — getAll() trả về tất cả và frontend tự filter. Bài viết 'Khuyến mãi hè 2026 cùng TXP' xuất hiện trong kết quả lọc.,Medium,Tìm kiếm bài viết theo tiêu đề ở frontend chính xác.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_017,Quản lý Tin tức,Medium,Happy Path - Lấy toàn bộ danh sách bài viết sắp xếp theo NgayDang mới nhất,Hệ thống có nhiều bài viết.,1. Gọi API GET /tin-tuc | 2. Kiểm tra thứ tự danh sách,N/A,API trả về danh sách bài viết sắp xếp theo NgayDang giảm dần (mới nhất lên đầu). Đây là behavior cứng trong getAll().,Medium,Lấy danh sách bài viết sắp xếp theo NgayDang mới nhất thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_020,Quản lý Tin tức,High,State Transition - Kiểm tra PATCH /trang-thai khi chuyển sang DaDang tự động set NgayDang = now(),"Bài viết TT_TEST_002 ở trạng thái BanNhap, NgayDang = null.",1. Ghi lại thời gian trước khi gọi API | 2. Gọi PATCH /tin-tuc/TT_TEST_002/trang-thai { trangThai: 'DaDang' } | 3. GET lại bài viết kiểm tra NgayDang,trangThai: 'DaDang',NgayDang được set = thời điểm gọi API (sai số dưới 5 giây). Đây là side effect trực tiếp trong updateTrangThai(): if (trangThai === 'DaDang') data.NgayDang = new Date().,High,PATCH trạng thái sang DaDang tự động set NgayDang = now() thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_021,Quản lý Tin tức,High,State Transition - HenGio: backend KHÔNG tự động chuyển sang DaDang khi đến giờ,Bài viết TT_TEST_003 ở trạng thái HenGio với NgayGioHenGio = 1 phút trước thời điểm test.,1. Đợi qua NgayGioHenGio của bài viết | 2. Gọi GET /tin-tuc/TT_TEST_003/trang-thai kiểm tra TrangThai,NgayGioHenGio đã qua,"TrangThai VẪN là 'HenGio' (không tự đổi). Source code không có cron job hay scheduler. Tính năng 'tự động đăng' phải được trigger từ bên ngoài (frontend polling, cron OS, hoặc chưa implement). Đây là điểm cần xác nhận với team.",High,Trạng thái bài viết HenGio giữ nguyên khi đến giờ mà không tự động đổi trạng thái.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_022,Quản lý Tin tức,Medium,Happy Path - Cập nhật trường NoiBat (bài viết nổi bật) lên true,Bài viết TT_TEST_001 có NoiBat = false.,1. Gọi PUT /tin-tuc/TT_TEST_001/trang-thai với NoiBat: true | 2. GET lại kiểm tra,NoiBat: true,Bài viết cập nhật NoiBat = true. Trường này ảnh hưởng đến hiển thị nổi bật trên Portal (cần xác nhận logic Portal).,Medium,Cập nhật trường nổi bật (NoiBat) lên true thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_NEWS_TC_023,Quản lý Tin tức,Medium,Happy Path - Cập nhật MaQuanTriVien rỗng không gây lỗi FK,Bài viết TT_TEST_001 tồn tại. MaQuanTriVien có thể null.,1. Gọi PUT /tin-tuc/TT_TEST_001 với MaQuanTriVien: '' (chuỗi rỗng) | 2. Kiểm tra kết quả,MaQuanTriVien: '' (chuỗi rỗng),Backend xử lý an toàn: nếu MaQuanTriVien = '' thì delete khỏi data (tránh FK violation). Bài viết cập nhật thành công không lỗi 500.,Medium,Cập nhật MaQuanTriVien rỗng không gây lỗi FK thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
