TC ID,Module,Risk Level,Test Scenario,Pre-Condition,Test Steps,Test Data,Expected Result,Priority,Actual Result,Status,Design By,Design Date,Execute By,Execute Date
TXP_ADMIN_ACCOUNTS_TC_011,Quản lý Tài khoản,High,"Validation - Thêm mới khách hàng bỏ trống các trường bắt buộc (Họ tên, SĐT)",Ban quản lý đang mở modal thêm khách hàng mới.,"1. Để trống trường Họ và tên2. Để trống trường Số điện thoại3. Điền email hợp lệ và Ngày sinh4. Quan sát trạng thái nút ""Tạo tài khoản""","Họ tên: """" | SĐT: """"","Hiển thị lỗi validation đỏ tại Họ tên và SĐT. Nút ""Tạo tài khoản"" bị disabled không cho phép lưu.",High,"Bỏ trống Họ tên và SĐT, nút Tạo tài khoản bị disabled và hiển thị lỗi validation.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_012,Quản lý Tài khoản,High,Validation - Thêm mới khách hàng với Số điện thoại sai định dạng Việt Nam,Ban quản lý đang mở modal thêm khách hàng mới.,"1. Nhập Họ tên hợp lệ2. Nhập SĐT sai định dạng: ""01234"" (không đủ 10 số, không bắt đầu 03/05/07/08/09)3. Quan sát validation",SĐT: 01234,"Hiển thị lỗi validation đỏ: Số điện thoại không đúng định dạng Việt Nam (10 số, bắt đầu bằng 03, 05, 07, 08, 09). Nút Tạo tài khoản bị disabled.",High,SĐT sai định dạng bị chặn bởi frontend validation.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_013,Quản lý Tài khoản,Medium,Validation - Thêm mới khách hàng với Email sai định dạng,Ban quản lý đang mở modal thêm khách hàng mới.,"1. Nhập Họ tên và SĐT hợp lệ2. Nhập Email sai định dạng: ""notanemail""3. Quan sát validation",Email: notanemail,Hiển thị lỗi validation đỏ: Email không đúng định dạng! Nút Tạo tài khoản bị disabled.,Medium,Email sai định dạng bị chặn bởi frontend validation.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_014,Quản lý Tài khoản,Low,Validation - Thêm mới khách hàng với Ngày sinh lớn hơn ngày hiện tại,Ban quản lý đang mở modal thêm khách hàng mới.,1. Nhập Họ tên và SĐT hợp lệ2. Nhập Ngày sinh: 01/01/2030 (tương lai)3. Quan sát validation,Ngày sinh: 2030-01-01,Hiển thị lỗi validation đỏ: Ngày sinh không thể lớn hơn ngày hiện tại!,Medium,Ngày sinh tương lai bị chặn bởi frontend validation.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_015,Quản lý Tài khoản,High,Happy Path - Chỉnh sửa thông tin hồ sơ khách hàng thành công,Hệ thống đã có khách hàng Đỗ Hoàng Nam (KH100001).,"1. Tìm kiếm và chọn dòng khách hàng KH1000012. Click nút edit để mở drawer cập nhật3. Sửa Họ tên thành ""Đỗ Hoàng Nam Cập Nhật""4. Sửa SĐT thành ""0945559999""5. Click nút ""Lưu thay đổi""",Họ tên: Đỗ Hoàng Nam Cập Nhật | SĐT: 0945559999,Cập nhật thông tin khách hàng thành công. Thông tin mới được lưu và hiển thị chính xác trên bảng danh sách. Log thay đổi được ghi vào nhật ký hệ thống.,High,"Cập nhật Họ tên và SĐT thành công, lưu thành công.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_016,Quản lý Tài khoản,High,Validation - Chỉnh sửa khách hàng nhưng để trống Họ tên bắt buộc,Ban quản lý đang mở drawer cập nhật hồ sơ khách hàng.,"1. Xóa rỗng trường Họ và tên khách hàng2. Quan sát nút ""Lưu thay đổi""","Họ tên: """"","Nút ""Lưu thay đổi"" bị disabled và hiển thị lỗi validation: Họ tên khách hàng không được để trống!",High,"Để trống Họ tên trong drawer cập nhật, nút Lưu thay đổi bị disabled.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_017,Quản lý Tài khoản,High,Validation - Chỉnh sửa khách hàng với SĐT đã được dùng bởi tài khoản khác,Hệ thống có KH1 (SĐT 0911111111) và KH2 (SĐT 0922222222).,"1. Mở drawer chỉnh sửa KH22. Sửa SĐT thành ""0911111111"" (SĐT của KH1)3. Quan sát validation",SĐT mới: 0911111111 (đã dùng bởi KH1),Hệ thống hiển thị lỗi validation: Số điện thoại này đã được sử dụng bởi một tài khoản khác! Nút Lưu thay đổi bị disabled.,High,Frontend phát hiện trùng SĐT với KH khác và chặn lưu.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_018,Quản lý Tài khoản,High,Happy Path - Khóa tài khoản khách hàng thành công và bắt buộc nhập lý do,"Khách hàng Nguyễn Văn B đang hoạt động, không có vé ConHieuLuc.","1. Chọn xem chi tiết khách hàng Nguyễn Văn B2. Click nút ""Khóa tài khoản khách hàng""3. Nhập lý do khóa: ""Khách hàng spam đặt vé ảo""4. Click xác nhận ""Khóa tài khoản""",Lý do khóa: Khách hàng spam đặt vé ảo,"Tài khoản chuyển sang trạng thái Đã khóa. Lý do khóa được lưu thành công. Log được ghi vào nhật ký hệ thống với TrangThaiCu=HoatDong, TrangThaiMoi=DaKhoa.",High,"Khóa tài khoản thành công, lý do khóa được lưu, log ghi nhật ký.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_019,Quản lý Tài khoản,High,Validation - Khóa tài khoản khách hàng nhưng để trống lý do khóa,Khách hàng Nguyễn Văn B đang hoạt động.,"1. Chọn xem chi tiết khách hàng Nguyễn Văn B2. Click nút ""Khóa tài khoản khách hàng""3. Để trống trường Lý do khóa4. Click xác nhận ""Khóa tài khoản""",Lý do khóa: (trống),Hệ thống chặn không cho thực hiện khóa. Hiển thị thông báo: Vui lòng nhập lý do khóa tài khoản khách hàng!,High,"Để trống lý do khóa, hệ thống chặn không cho xác nhận khóa.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_020,Quản lý Tài khoản,High,Negative - Khóa tài khoản khách hàng đang có vé ChoKhoiHanh chưa hoàn thành,Khách hàng Nguyễn Văn D đang hoạt động và có vé với TrangThaiVe = ChoKhoiHanh.,"1. Chọn xem chi tiết khách hàng Nguyễn Văn D2. Click nút ""Khóa tài khoản khách hàng""3. Quan sát phản hồi hệ thống",,Hệ thống hiển thị cảnh báo warning: Tài khoản đang có vé xe chưa hoàn thành. Vui lòng hoàn thành chuyến đi hoặc xử lý hoàn hủy vé trước khi khóa tài khoản!,High,"Tài khoản có vé ChoKhoiHanh bị chặn khóa, hiển thị cảnh báo với mã vé.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_021,Quản lý Tài khoản,Medium,Negative - Khóa tài khoản khách hàng đang đã ở trạng thái Đã khóa,Khách hàng Nguyễn Văn C đang ở trạng thái DaKhoa.,1. Gọi API PATCH /khach-hang/:id/khoa trực tiếp cho khách hàng DaKhoa,TrangThaiTaiKhoan: DaKhoa,Server trả về lỗi 400 Bad Request: Tài khoản này đã bị khóa trước đó!,Medium,Server từ chối khóa lần 2 tài khoản đã bị khóa.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_022,Quản lý Tài khoản,High,Happy Path - Mở khóa tài khoản khách hàng thành công,Khách hàng Nguyễn Văn C đang ở trạng thái Đã khóa.,"1. Chọn xem chi tiết khách hàng Nguyễn Văn C2. Click nút ""Mở khóa tài khoản""3. Xác nhận đồng ý",,"Tài khoản chuyển từ Đã khóa về trạng thái Hoạt động. LyDoKhoa được xóa (null). Log ghi nhật ký với TrangThaiCu=DaKhoa, TrangThaiMoi=HoatDong.",High,"Mở khóa tài khoản thành công, chuyển về tab Đang hoạt động.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_023,Quản lý Tài khoản,Low,Negative - Mở khóa tài khoản khách hàng đang ở trạng thái Hoạt động,Khách hàng Nguyễn Văn B đang ở trạng thái HoatDong.,1. Gọi API PATCH /khach-hang/:id/mo-khoa trực tiếp cho khách hàng HoatDong,TrangThaiTaiKhoan: HoatDong,Server trả về lỗi 400 Bad Request: Tài khoản này đang hoạt động bình thường!,Low,Server từ chối mở khóa tài khoản đang hoạt động.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_024,Quản lý Tài khoản,Medium,Happy Path - Xem lịch sử vé của khách hàng,Khách hàng KH100001 đã có lịch sử đặt vé.,"1. Mở chi tiết khách hàng KH1000012. Chuyển sang tab ""Lịch sử đặt vé""3. Quan sát danh sách vé",MaKhachHang: KH100001,"Hiển thị danh sách vé của KH100001 bao gồm: MaVe, tuyến xe, số ghế, ngày chạy, giá vé, trạng thái vé. Sắp xếp giảm dần theo ThoiGianXuatVe.",Medium,Tab lịch sử vé hiển thị đúng dữ liệu vé của khách hàng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_025,Quản lý Tài khoản,Medium,Happy Path - Xem nhật ký hoạt động của khách hàng,Khách hàng KH100001 đã có nhật ký hoạt động trong hệ thống.,"1. Mở chi tiết khách hàng KH1000012. Chuyển sang tab ""Nhật ký hoạt động""3. Quan sát danh sách log",MaKhachHang: KH100001,"Hiển thị danh sách nhật ký gồm: loại thao tác, thời gian, địa chỉ IP, nội dung chi tiết. Sắp xếp giảm dần theo ThoiGian. TrangThai hiển thị là Thành công / Thất bại.",Medium,Tab nhật ký hiển thị đúng dữ liệu log của khách hàng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_026,Quản lý Tài khoản,Low,Happy Path - Phân trang danh sách khách hàng,Hệ thống có hơn 10 khách hàng.,"1. Quan sát danh sách mặc định (page 1, pageSize 10)2. Click nút ""Trang tiếp""3. Quan sát danh sách trang 2",pageSize: 10,Trang 1 hiển thị tối đa 10 bản ghi. Trang 2 hiển thị các bản ghi tiếp theo. Thông tin tổng trang và tổng bản ghi hiển thị chính xác.,Low,"Phân trang hoạt động đúng, mỗi trang hiển thị đúng số bản ghi.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_027,Quản lý Tài khoản,High,Happy Path - Thêm mới Nhân viên với đầy đủ thông tin hợp lệ,Ban quản lý đang ở trang quản lý nhân viên.,"1. Click nút ""Thêm nhân viên mới""2. Điền tab Cơ bản: Tên truy cập ""banve_vip"", Mật khẩu ""SecurePass123"", Xác nhận mật khẩu ""SecurePass123"", Họ tên đệm ""Trần Văn"", Tên ""Anh"", Vai trò ""Nhân viên bán vé"", Giới tính ""Nam""3. Điền tab Phân quyền: Click preset chip ""Nhân viên bán vé""4. Điền tab Liên hệ: SĐT ""0967891234"", Email ""vananh.tran@txpbus.vn"", Địa chỉ ""123 Đường Láng, Hà Nội""5. Click ""Lưu thông tin""",Tên truy cập: banve_vip | Mật khẩu: SecurePass123 | SĐT: 0967891234 | Email: vananh.tran@txpbus.vn,Thêm mới nhân viên thành công. Hiển thị toast thành công. Nhân viên mới hiển thị trên bảng danh sách với trạng thái Hoạt động và nhóm quyền tương ứng.,High,"Thêm mới nhân viên thành công, toast hiển thị, danh sách cập nhật.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_028,Quản lý Tài khoản,High,Validation - Thêm nhân viên với Tên truy cập chứa khoảng trắng,Đang mở modal thêm nhân viên mới.,"1. Nhập Tên truy cập có khoảng trắng: ""banve vip""2. Nhập các thông tin hợp lệ khác3. Quan sát validation lỗi",Tên truy cập: banve vip,Hệ thống báo lỗi validation đỏ: Tên truy cập không được chứa khoảng trắng. Nút Lưu bị disabled.,High,Tên truy cập chứa khoảng trắng bị chặn bởi frontend validation.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_029,Quản lý Tài khoản,High,Negative - Trùng lặp Tên truy cập nhân viên (Server check),Hệ thống đã tồn tại nhân viên với Tên truy cập banve1.,"1. Điền đầy đủ thông tin nhân viên mới2. Nhập Tên truy cập trùng lặp: ""banve1""3. Click ""Lưu thông tin""",Tên truy cập: banve1 (đã tồn tại),Lưu thất bại. Hệ thống hiển thị thông báo lỗi từ server: Tên truy cập này đã được sử dụng.,High,Server từ chối tạo nhân viên mới với tên truy cập đã tồn tại.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_030,Quản lý Tài khoản,High,Validation - Mật khẩu xác nhận nhập lại không khớp,Đang thêm nhân viên mới.,"1. Nhập Mật khẩu: ""SecurePass123""2. Nhập Mật khẩu xác nhận: ""SecurePass321""3. Quan sát validation lỗi",Mật khẩu: SecurePass123 | Xác nhận: SecurePass321,Hiển thị lỗi validation đỏ tại ô Mật khẩu xác nhận: Mật khẩu nhập lại không khớp! Nút Lưu bị disabled.,High,Mật khẩu xác nhận không khớp bị chặn bởi frontend validation.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_031,Quản lý Tài khoản,Medium,Validation - Bỏ trống các trường bắt buộc khi lưu nhân viên mới,Đang mở modal thêm nhân viên mới.,"1. Để trống Tên truy cập, Mật khẩu, Họ tên2. Điền các thông tin không bắt buộc3. Quan sát trạng thái nút Lưu","Tên truy cập: """" | Mật khẩu: """" | Họ tên: """"","Hiển thị lỗi validation đỏ tại các trường bắt buộc. Nút ""Lưu thông tin"" bị disabled không cho phép lưu.",High,"Bỏ trống trường bắt buộc của nhân viên, nút Lưu bị disabled.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_032,Quản lý Tài khoản,Medium,Validation - Thêm nhân viên nhưng để trống quyền chức năng,"Đang mở modal thêm nhân viên mới, đã điền đầy đủ tab Cơ bản.","1. Điền đầy đủ thông tin tab Cơ bản2. Không chọn bất kỳ quyền nào ở tab Phân quyền3. Click ""Lưu thông tin""",Quyền chức năng: (không chọn gì),Hệ thống chặn lưu và hiển thị thông báo yêu cầu phải chọn ít nhất một quyền chức năng.,Medium,"Không chọn quyền, hệ thống chặn không cho lưu nhân viên mới.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_033,Quản lý Tài khoản,High,Happy Path - Cập nhật thông tin cơ bản và liên hệ của nhân viên,Nhân viên banve1 đã tồn tại trong hệ thống.,"1. Tìm kiếm nhân viên banve12. Chọn edit nhân viên banve13. Sửa Họ tên thành ""Trần Thị Trang""4. Sửa SĐT liên hệ thành ""0988888888""5. Click ""Lưu thông tin""",Họ tên: Trần Thị Trang | SĐT: 0988888888,Cập nhật thông tin nhân viên thành công. Toast thành công hiển thị. Thông tin mới được lưu và hiển thị chính xác trên danh sách.,High,Cập nhật thông tin nhân viên thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_034,Quản lý Tài khoản,High,Happy Path - Khóa tài khoản nhân viên đang hoạt động,Nhân viên banve1 đang hoạt động.,"1. Tìm kiếm nhân viên banve12. Click nút ""Khóa tài khoản""3. Xác nhận thao tác",TenTruyCapNhapVao: banve1,Tài khoản nhân viên chuyển sang trạng thái Đã khóa. Toast thành công hiển thị. Nhân viên không thể đăng nhập hệ thống admin.,High,"Khóa tài khoản nhân viên thành công, trạng thái chuyển Đã khóa.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_ADMIN_ACCOUNTS_TC_035,Quản lý Tài khoản,High,Happy Path - Mở khóa tài khoản nhân viên bị khóa,Nhân viên banve1 đang ở trạng thái Đã khóa.,"1. Tìm kiếm nhân viên banve12. Click nút ""Mở khóa tài khoản""3. Xác nhận thao tác",,Tài khoản nhân viên chuyển từ Đã khóa về Hoạt động. Toast thành công hiển thị. Nhân viên có thể đăng nhập hệ thống admin trở lại.,High,Mở khóa tài khoản nhân viên thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
