TC ID,Module,Risk Level,Test Scenario,Pre-Condition,Test Steps,Test Data,Expected Result,Priority,Actual Result,Status,Design By,Design Date,Execute By,Execute Date
TXP_NEWS_TC_011,Tìm kiếm & Phân trang,Medium,Boundary - Thuật toán hiển thị số trang khi ở những trang đầu (trang <= 3) và tổng trang lớn,Hệ thống có tổng số 10 trang tin tức. Đang ở trang 2.,1. Chọn trang 22. Quan sát cấu trúc thanh phân trang,Trang hiện tại: 2 | Tổng trang: 10,Cấu trúc thanh phân trang hiển thị dạng: [1] [2] [3] [4] [...] [10].,Medium,Thuật toán hiển thị phân trang hoạt động chính xác khi ở trang đầu: [1] [2] [3] [4] [...] [10].,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_012,Tìm kiếm & Phân trang,Medium,Boundary - Thuật toán hiển thị số trang khi ở những trang cuối (trang >= total-2) và tổng trang lớn,Hệ thống có tổng số 10 trang tin tức. Đang ở trang 9.,1. Chọn trang 92. Quan sát cấu trúc thanh phân trang,Trang hiện tại: 9 | Tổng trang: 10,Cấu trúc thanh phân trang hiển thị dạng: [1] [...] [7] [8] [9] [10].,Medium,Thuật toán hiển thị phân trang hoạt động chính xác khi ở trang cuối: [1] [...] [7] [8] [9] [10].,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_013,Tìm kiếm & Phân trang,Medium,Boundary - Thuật toán hiển thị số trang ở vị trí giữa các trang biên,Hệ thống có tổng số 10 trang. Đang ở trang 5.,1. Chọn trang 52. Quan sát cấu trúc phân trang,Trang hiện tại: 5 | Tổng trang: 10,Cấu trúc thanh phân trang hiển thị dạng: [1] [...] [4] [5] [6] [...] [10].,Medium,Thuật toán hiển thị phân trang hoạt động chính xác khi ở trang giữa: [1] [...] [4] [5] [6] [...] [10].,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_014,Tìm kiếm & Phân trang,Medium,Edge Case - Click nút dấu ba chấm (...) trên thanh phân trang,"Trang danh sách hiển thị, thanh phân trang chứa ký tự ba chấm (...).",1. Click vào ký tự ba chấm (...) trên thanh phân trang2. Quan sát hành vi,Nút click: ...,"Hệ thống bỏ qua click, không thực hiện tải lại trang hay đổi trang.",Medium,Click vào dấu ba chấm (...) trên thanh phân trang không đổi trang hoặc tải lại trang đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_015,Chi tiết tin tức,Medium,Happy Path - Điều hướng từ trang danh sách sang trang chi tiết tin tức,Trang danh sách đang hiển thị tin tức.,"1. Click vào tiêu đề hoặc hình ảnh của tin tức có mã ""news-101""2. Quan sát URL và trang hiển thị mới",Tin click: news-101,1. Điều hướng thành công đến route: /tin-tuc/chi-tiet/news-101.2. Gọi API getNewsById(news-101) để lấy chi tiết bài viết.,Medium,Click vào tin tức điều hướng thành công sang trang chi tiết có chứa mã tin tức đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_016,Chi tiết tin tức,Medium,Happy Path - Hiển thị đầy đủ thông tin bài viết ở trang chi tiết,Trang chi tiết của bài viết news-101 được mở thành công.,"1. Kiểm tra hiển thị tiêu đề, ngày đăng, nội dung2. Kiểm tra phần breadcrumb ở đầu trang",URL: /tin-tuc/chi-tiet/news-101,1. Breadcrumb hiển thị dạng: Trang chủ > Tin tức > Chi tiết tin tức.2. Hiển thị badge danh mục bài viết viết hoa (Ví dụ: KHUYẾN MÃI).3. Tiêu đề chính hiển thị thẻ H1.4. Ngày đăng có định dạng DD/MM/YYYY kèm icon calendar.5. Nội dung render đúng cấu trúc HTML thông qua innerHTML.,Medium,"Trang chi tiết hiển thị đầy đủ thông tin: breadcrumb, badge danh mục, tiêu đề H1, ngày đăng và nội dung.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_017,Chi tiết tin tức,Medium,Happy Path - Hiển thị hộp tóm tắt nổi bật (Mô tả ngắn) ở trang chi tiết,Bài viết news-101 có chứa trường MoTaNgan.,1. Quan sát đầu bài viết phía dưới ảnh bìa hoặc tiêu đề,Dữ liệu: MoTaNgan không rỗng,"Hiển thị hộp tóm tắt: khung nền trắng, viền trái dày 4px màu primary, toàn bộ văn bản mô tả ngắn được in nghiêng.",Medium,Hộp tóm tắt mô tả ngắn hiển thị nổi bật với viền trái màu primary và font in nghiêng đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_018,Chi tiết tin tức,Medium,Happy Path - Sidebar Tin tức khác hiển thị tối đa 5 tin mới nhất,Trang chi tiết tin tức đang hiển thị. API trả về danh sách latestNews.,1. Quan sát cột bên phải (sidebar) của bài viết2. Kiểm tra số lượng và định dạng hiển thị tin,Dữ liệu latestNews: 6 items,"1. Hiển thị tối đa 5 bài viết.2. Mỗi bài viết hiển thị số thứ tự dạng hai chữ số (01, 02... màu primary nhạt), tiêu đề bài viết và ngày đăng dạng ""D Tháng M, YYYY"".",Medium,"Sidebar ""Tin tức khác"" hiển thị tối đa 5 tin mới nhất khác đúng.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_019,Chi tiết tin tức,Medium,Happy Path - Sidebar Tin tức khác click điều hướng sang bài viết mới,Trang chi tiết đang hiển thị bài viết news-101. Sidebar hiển thị tin bài news-202 ở vị trí số 01.,"1. Tại sidebar bên phải, click vào tiêu đề bài viết news-2022. Quan sát URL và nội dung tải mới",Bài click: news-202,1. Điều hướng và cập nhật URL thành /tin-tuc/chi-tiet/news-202.2. Tải và hiển thị toàn bộ nội dung của bài viết news-202.,Medium,Click tin ở sidebar điều hướng và cập nhật lại URL và nội dung chi tiết bài viết mới đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_020,Chi tiết tin tức,Medium,Happy Path - Hiển thị bài viết liên quan ở cuối trang chi tiết,Bài viết news-101 có cùng danh mục với các bài viết khác trong hệ thống. Dữ liệu relatedNews không rỗng.,"1. Cuộn xuống cuối trang chi tiết tin tức2. Kiểm tra section ""BÀI VIẾT LIÊN QUAN""",Dữ liệu relatedNews: 3 items,"1. Hiển thị tiêu đề ""BÀI VIẾT LIÊN QUAN"".2. Hiển thị lưới grid 3 cột bài viết (ảnh, danh mục, tiêu đề, mô tả ngắn, ngày đăng).3. Có link ""Xem tất cả"" dẫn về /tin-tuc.",Medium,Bài viết liên quan ở cuối trang hiển thị đúng grid 3 cột tin cùng danh mục đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_021,Chi tiết tin tức,Medium,Happy Path - Click bài viết liên quan điều hướng thành công,Trang chi tiết news-101 đang hiển thị bài viết liên quan news-303.,1. Click vào một bài viết liên quan news-303 ở cuối trang2. Quan sát URL và trang hiển thị mới,Bài click: news-303,1. Điều hướng và đổi URL sang /tin-tuc/chi-tiet/news-303.2. Nội dung trang chi tiết cập nhật bài viết mới thành công.,Medium,Click bài viết liên quan điều hướng và hiển thị nội dung bài viết mới thành công.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_022,Chi tiết tin tức,Medium,Happy Path - Breadcrumb click quay lại trang danh sách tin tức,Trang chi tiết tin tức đang hiển thị.,"1. Click vào link ""Tin tức"" trên thanh breadcrumb ở đầu trang2. Quan sát hành động điều hướng",Link click: Tin tức,Hệ thống điều hướng thành công về trang danh sách tin tức /tin-tuc.,Medium,"Click link ""Tin tức"" trên breadcrumb quay trở lại trang danh sách thành công.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_023,Chi tiết tin tức,Medium,UI - Trạng thái Spinner Loading hiển thị khi đợi dữ liệu bài viết,"Trang chi tiết đang được load, giả lập mạng chậm.",1. Truy cập trực tiếp trang chi tiết tin tức2. Quan sát màn hình trước khi dữ liệu tải xong,Mạng chậm (Slow 3G),Hiển thị spinner xoay tròn màu viền primary (border-primary) ở chính giữa màn hình trong thời gian chờ API phản hồi.,Medium,Hiển thị spinner loading khi tải dữ liệu bài viết chậm đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_024,Chi tiết tin tức,Medium,Exception - Xử lý lỗi 404 khi truy cập mã tin tức không tồn tại,Truy cập bài viết có ID news-999 không tồn tại trong DB.,1. Nhập trực tiếp URL: /tin-tuc/chi-tiet/news-999 trên trình duyệt2. Nhấn Enter và quan sát phản ứng hệ thống,URL: /tin-tuc/chi-tiet/news-999,Hệ thống hiển thị lỗi 404 không tìm thấy bài viết hoặc chuyển hướng người dùng về trang danh sách /tin-tuc đi kèm thông báo lỗi.,Medium,Truy cập mã tin tức không tồn tại hiển thị lỗi 404 hoặc tự động chuyển hướng về trang danh sách đúng.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_025,Danh sách tin tức,Medium,UI - Responsive ảnh featuredNews trên màn hình di động và desktop,Trang danh sách tin tức đang hiển thị.,1. Quan sát độ cao và bố cục ảnh FeaturedNews trên desktop (1920x1080)2. Thay đổi kích thước trình duyệt sang mobile viewport (375x812) và quan sát,Desktop vs Mobile viewports,"1. Trên Desktop: ảnh bìa cao 400px, hiển thị chiếm 8/12 cột.2. Trên Mobile: ảnh bìa tự động co giãn 100% chiều rộng màn hình, chiều cao thu gọn phù hợp để không bị vỡ bố cục.",Medium,Giao diện co giãn responsive tốt cho ảnh featuredNews trên cả desktop và mobile.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_026,Danh sách tin tức,Medium,Mapping - Hiển thị đúng nhãn danh mục từ API LoaiTinTuc,"Hệ thống trả về các loại tin tức: ThongBao, SuKien, KhuyenMai, TinTucChung, HuongDan, TuyenDung.",1. Kiểm tra nhãn badge hiển thị trên các thẻ tin tức,LoaiTinTuc: ThongBao -> THÔNG BÁO | SuKien -> SỰ KIỆN | KhuyenMai -> KHUYẾN MÃI | TinTucChung -> TIN NHÀ XE | HuongDan -> CẨM NANG DI CHUYỂN | TuyenDung -> TUYỂN DỤNG,Các nhãn badge hiển thị chuẩn xác tiếng Việt in hoa theo đúng bảng mapping danh mục.,Medium,Hiển thị đúng nhãn danh mục tiếng Việt in hoa được mapping từ loại tin tức của API.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_027,Danh sách tin tức,Medium,Mapping - Danh mục không xác định hiển thị mặc định TIN NHÀ XE,"API trả về tin tức với LoaiTinTuc có giá trị lạ ""GiaiTri"".",1. Quan sát nhãn badge hiển thị của tin tức này trên trang danh sách,LoaiTinTuc: GiaiTri,"Nhãn badge tự động hiển thị nhãn mặc định: ""TIN NHÀ XE"".",Medium,"Danh mục không xác định tự động chuyển sang hiển thị mặc định là ""TIN NHÀ XE"".",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_028,Chi tiết tin tức,Medium,UI - Hiển thị nút chia sẻ trên trang chi tiết,Trang chi tiết tin tức đang hiển thị.,"1. Quan sát và tương tác với các icon share, link trên trang chi tiết",Các icon tương tác,"Các icon nút chia sẻ hiển thị đúng kiểu dáng thiết kế, có hiệu ứng hover đổi màu nhẹ nhàng khi di chuột qua.",Medium,Các icon chia sẻ hiển thị đúng kiểu dáng và có hiệu ứng hover mượt mà.,Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_029,Danh sách tin tức,Medium,Exception - Ẩn section tin nổi bật khi API không có tin nổi bật,API GET tin-tuc trả về data.featuredNews là null.,1. Tải trang danh sách tin tức2. Quan sát bố cục đầu trang danh sách,Dữ liệu: data.featuredNews = null,1. Bỏ qua và ẩn hoàn toàn khu vực tin nổi bật (không hiển thị khung trống).2. Lưới tin tức tổng hợp tự động được đẩy lên trên đầu trang để tránh khoảng trắng thừa.,Medium,"Khi featuredNews trả về null, section tin nổi bật tự động ẩn và allNews đẩy lên đầu đúng.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
TXP_NEWS_TC_030,Danh sách tin tức,Medium,Exception - API danh sách tin tức trả về lỗi 500,Truy cập /tin-tuc khi API server gặp sự cố.,1. Load trang danh sách tin tức và giả lập API trả về lỗi 5002. Quan sát cách xử lý lỗi của hệ thống,API status code: 500,"Hệ thống xử lý mượt mà: không crash trắng trang, hiển thị thông báo lỗi kết nối hoặc ẩn các widget động và giữ lại giao diện tĩnh.",Medium,"API lỗi 500 được xử lý mượt mà, không crash trắng màn hình và hiển thị lỗi kết nối đúng.",Passed,?? Th? Ph??ng,2026-05-31,Playwright,2026-05-31
